employee_id,timestamp,age,sex,hire_date,department,job_level,base_salary,manager_id,absences_30d,absences_90d,lateness_30d,overtime_30d,perf_rating,engagement_score,one_on_one_90d,warnings_count,training_hours_90d,external_offer_flag,manager_change,promotion_flag,left_within_90d,resignation_date
2,2022-12-01,39,M,2018-07-18,Operations,5,17380,11,1,1,2,13,4,3.84,3,0,3,0,0,0,0,
2,2023-01-01,39,M,2018-07-18,Operations,5,17380,11,1,4,2,22,2,3.31,0,0,8,0,0,0,0,
2,2023-02-01,39,M,2018-07-18,Operations,5,17380,11,0,9,2,32,1,1.85,3,0,24,0,0,0,0,
2,2023-03-01,39,M,2018-07-18,Operations,5,17380,11,2,2,1,8,1,3.63,2,0,17,0,0,0,0,
2,2023-04-01,39,M,2018-07-18,Operations,5,17380,11,5,5,0,9,3,1.37,0,0,1,0,0,0,0,
2,2023-05-01,39,M,2018-07-18,Operations,5,17380,11,1,4,1,29,4,1.33,2,0,12,0,0,0,0,
2,2023-06-01,39,M,2018-07-18,Operations,5,17380,11,1,2,1,13,2,1.09,1,0,11,0,0,0,0,
2,2023-07-01,39,M,2018-07-18,Operations,5,17380,11,1,2,1,15,1,2.56,0,0,4,0,0,0,0,
2,2023-08-01,39,M,2018-07-18,Operations,5,17380,11,1,3,2,4,5,1.26,2,0,1,0,0,0,0,
2,2023-09-01,39,M,2018-07-18,Operations,5,17380,11,2,2,1,24,5,4.93,0,0,23,0,0,0,0,
2,2023-10-01,39,M,2018-07-18,Operations,5,17380,11,0,6,4,11,4,3.02,1,0,29,0,0,0,0,
2,2023-11-01,39,M,2018-07-18,Operations,5,17380,11,1,4,2,2,4,3.85,0,0,19,0,0,0,0,
2,2023-12-01,39,M,2018-07-18,Operations,5,17380,11,0,3,3,16,5,1.74,0,0,4,0,0,0,0,
3,2022-01-01,22,F,2018-02-04,Operations,1,12524,215,2,3,3,34,3,4.28,1,0,22,0,0,0,0,
3,2022-02-01,22,F,2018-02-04,Operations,1,12524,215,1,4,3,17,5,3.11,2,0,23,0,0,0,0,
3,2022-03-01,22,F,2018-02-04,Operations,1,12524,215,1,3,0,21,2,3.22,0,0,28,0,0,0,0,
3,2022-04-01,22,F,2018-02-04,Operations,1,12524,215,3,4,3,2,2,1.67,0,0,7,0,0,0,0,
3,2022-05-01,22,F,2018-02-04,Operations,1,12524,215,2,4,1,2,1,3.17,2,0,25,0,0,0,0,
3,2022-06-01,22,F,2018-02-04,Operations,1,12524,215,0,1,4,36,3,3.18,2,0,14,0,0,0,0,
3,2022-07-01,22,F,2018-02-04,Operations,1,12524,215,2,4,1,23,4,4.38,0,0,2,0,1,0,0,
3,2022-08-01,22,F,2018-02-04,Operations,1,12524,215,0,3,1,26,3,1.14,3,0,12,0,0,0,0,
3,2022-09-01,22,F,2018-02-04,Operations,1,12524,215,1,4,4,17,1,3.06,0,0,5,0,0,0,0,
3,2022-10-01,22,F,2018-02-04,Operations,1,12524,215,0,6,2,3,3,4.0,1,0,8,0,0,0,0,
3,2022-11-01,22,F,2018-02-04,Operations,1,12524,215,0,1,0,21,4,1.51,0,0,19,0,0,0,0,
3,2022-12-01,22,F,2018-02-04,Operations,1,12524,215,1,4,4,11,4,4.93,2,0,9,0,0,0,0,
3,2023-01-01,22,F,2018-02-04,Operations,1,12524,215,0,0,1,16,1,4.78,1,0,10,0,0,0,0,
3,2023-02-01,22,F,2018-02-04,Operations,1,12524,215,0,2,2,32,5,4.33,0,0,7,0,0,0,0,
3,2023-03-01,22,F,2018-02-04,Operations,1,12524,215,1,6,3,34,2,4.72,0,0,16,0,0,0,0,
3,2023-04-01,22,F,2018-02-04,Operations,1,12524,215,2,1,0,18,1,4.39,2,0,15,0,0,0,0,
3,2023-05-01,22,F,2018-02-04,Operations,1,12524,215,1,0,3,10,5,2.74,2,0,15,0,1,0,0,
3,2023-06-01,22,F,2018-02-04,Operations,1,12524,215,0,2,1,9,5,4.39,0,0,23,0,0,0,0,
3,2023-07-01,22,F,2018-02-04,Operations,1,12524,215,2,4,2,34,3,3.49,3,0,2,0,0,1,0,
3,2023-08-01,22,F,2018-02-04,Operations,1,12524,215,0,3,4,9,2,3.4,1,0,18,0,0,0,0,
3,2023-09-01,22,F,2018-02-04,Operations,1,12524,215,0,4,1,36,3,4.33,2,0,16,0,0,0,0,
3,2023-10-01,22,F,2018-02-04,Operations,1,12524,215,0,2,1,9,3,1.54,0,0,20,0,0,0,0,
3,2023-11-01,22,F,2018-02-04,Operations,1,12524,215,1,4,1,9,5,2.77,3,1,15,0,0,0,0,
3,2023-12-01,22,F,2018-02-04,Operations,1,12524,215,1,3,2,7,5,3.57,1,0,16,0,0,0,0,
4,2022-01-01,35,M,2017-12-31,Sales,3,18231,279,2,2,4,9,5,4.13,0,0,23,0,0,0,0,
4,2022-02-01,35,M,2017-12-31,Sales,3,18231,279,0,2,1,20,1,1.35,1,0,15,0,0,0,0,
4,2022-03-01,35,M,2017-12-31,Sales,3,18231,279,0,3,2,38,3,4.67,0,0,21,0,0,0,0,
4,2022-04-01,35,M,2017-12-31,Sales,3,18231,279,0,3,1,30,3,1.8,1,0,13,0,0,0,0,
4,2022-05-01,35,M,2017-12-31,Sales,3,18231,279,4,3,2,36,3,1.53,0,0,20,0,0,0,0,
4,2022-06-01,35,M,2017-12-31,Sales,3,18231,279,2,5,2,2,4,1.8,1,0,27,0,0,0,0,
4,2022-07-01,35,M,2017-12-31,Sales,3,18231,279,0,2,3,19,3,4.56,2,0,8,0,0,0,0,
4,2022-08-01,35,M,2017-12-31,Sales,3,18231,279,1,7,1,8,5,1.21,0,0,19,0,0,0,0,
4,2022-09-01,35,M,2017-12-31,Sales,3,18231,279,0,2,2,38,3,1.54,0,0,21,0,1,0,0,
4,2022-10-01,35,M,2017-12-31,Sales,3,18231,279,2,0,0,7,4,4.53,1,0,1,0,0,0,0,
4,2022-11-01,35,M,2017-12-31,Sales,3,18231,279,1,4,0,27,2,2.87,2,0,12,0,0,0,0,
4,2022-12-01,35,M,2017-12-31,Sales,3,18231,279,1,3,0,18,3,3.76,3,0,21,0,1,0,0,
4,2023-01-01,35,M,2017-12-31,Sales,3,18231,279,3,2,2,33,5,2.73,2,0,21,0,0,0,0,
4,2023-02-01,35,M,2017-12-31,Sales,3,18231,279,0,1,4,26,3,1.76,1,0,3,0,0,0,0,
4,2023-03-01,35,M,2017-12-31,Sales,3,18231,279,1,1,3,6,1,3.69,3,0,22,0,0,0,0,
4,2023-04-01,35,M,2017-12-31,Sales,3,18231,279,1,2,0,30,2,3.33,0,0,16,0,0,0,0,
4,2023-05-01,35,M,2017-12-31,Sales,3,18231,279,1,1,4,36,3,1.87,0,0,25,0,0,0,0,
4,2023-06-01,35,M,2017-12-31,Sales,3,18231,279,0,1,2,9,5,1.75,1,0,20,0,0,0,0,
4,2023-07-01,35,M,2017-12-31,Sales,3,18231,279,1,1,2,37,3,1.96,3,0,6,0,0,0,0,
4,2023-08-01,35,M,2017-12-31,Sales,3,18231,279,2,4,1,12,2,2.48,3,0,7,0,0,0,0,
4,2023-09-01,35,M,2017-12-31,Sales,3,18231,279,1,3,3,31,1,2.96,0,0,9,0,0,0,0,
4,2023-10-01,35,M,2017-12-31,Sales,3,18231,279,2,2,0,4,2,1.36,1,0,0,0,0,0,0,
4,2023-11-01,35,M,2017-12-31,Sales,3,18231,279,1,7,0,7,1,2.89,3,0,12,0,0,0,0,
4,2023-12-01,35,M,2017-12-31,Sales,3,18231,279,1,3,1,31,3,3.11,3,0,13,0,0,0,0,
5,2022-01-01,49,M,2019-06-27,IT,3,14698,28,1,2,3,4,1,3.04,0,0,4,0,0,0,0,
5,2022-02-01,49,M,2019-06-27,IT,3,14698,28,1,5,3,16,3,2.73,3,0,20,0,1,0,0,
5,2022-03-01,49,M,2019-06-27,IT,3,14698,28,1,3,1,33,4,3.89,2,0,29,0,0,0,0,
5,2022-04-01,49,M,2019-06-27,IT,3,14698,28,3,0,2,31,3,4.38,3,0,29,0,1,0,0,
5,2022-05-01,49,M,2019-06-27,IT,3,14698,28,2,4,2,15,5,4.07,1,0,0,0,0,0,0,
5,2022-06-01,49,M,2019-06-27,IT,3,14698,28,2,2,2,38,1,4.57,3,0,19,0,0,0,0,
5,2022-07-01,49,M,2019-06-27,IT,3,14698,28,0,1,2,24,1,2.97,3,0,8,0,0,0,0,
5,2022-08-01,49,M,2019-06-27,IT,3,14698,28,1,2,1,37,5,4.37,1,0,4,0,0,0,0,
5,2022-09-01,49,M,2019-06-27,IT,3,14698,28,3,5,2,15,4,4.49,1,0,29,0,0,0,0,
5,2022-10-01,49,M,2019-06-27,IT,3,14698,28,0,2,4,9,1,4.71,1,0,8,0,0,0,0,
5,2022-11-01,49,M,2019-06-27,IT,3,14698,28,1,5,2,14,2,4.51,0,0,3,0,1,0,0,
5,2022-12-01,49,M,2019-06-27,IT,3,14698,28,2,2,0,4,3,2.4,3,0,10,0,0,0,0,
5,2023-01-01,49,M,2019-06-27,IT,3,14698,28,0,2,0,15,2,1.26,1,0,26,0,1,0,0,
5,2023-02-01,49,M,2019-06-27,IT,3,14698,28,1,2,2,22,1,3.23,3,0,8,0,0,0,0,
5,2023-03-01,49,M,2019-06-27,IT,3,14698,28,1,0,1,13,3,2.22,0,0,26,0,0,0,0,
5,2023-04-01,49,M,2019-06-27,IT,3,14698,28,1,1,2,38,1,4.36,1,0,28,0,0,0,0,
5,2023-05-01,49,M,2019-06-27,IT,3,14698,28,1,3,3,12,2,2.24,3,0,16,0,0,0,0,
5,2023-06-01,49,M,2019-06-27,IT,3,14698,28,2,2,4,34,4,4.11,0,0,13,0,0,0,0,
5,2023-07-01,49,M,2019-06-27,IT,3,14698,28,1,4,0,12,5,4.18,1,1,18,0,0,0,0,
5,2023-08-01,49,M,2019-06-27,IT,3,14698,28,0,5,4,5,2,3.8,3,0,28,0,0,0,0,
5,2023-09-01,49,M,2019-06-27,IT,3,14698,28,0,7,2,34,4,2.8,3,0,5,0,0,0,0,
5,2023-10-01,49,M,2019-06-27,IT,3,14698,28,1,3,3,1,3,4.47,1,0,7,0,0,0,0,
5,2023-11-01,49,M,2019-06-27,IT,3,14698,28,0,5,1,36,3,3.85,1,0,14,0,0,0,0,
5,2023-12-01,49,M,2019-06-27,IT,3,14698,28,0,5,0,19,2,2.5,3,0,11,0,0,0,0,
6,2022-01-01,42,F,2020-12-09,IT,1,13571,235,1,1,1,14,2,3.06,1,0,6,0,0,0,0,
6,2022-02-01,42,F,2020-12-09,IT,1,13571,235,0,1,2,18,2,2.62,1,0,27,0,0,0,0,
6,2022-03-01,42,F,2020-12-09,IT,1,13571,235,2,0,1,35,4,2.36,2,0,18,0,0,0,0,
6,2022-04-01,42,F,2020-12-09,IT,1,13571,235,0,2,0,15,5,4.0,1,0,0,0,0,0,0,
6,2022-05-01,42,F,2020-12-09,IT,1,13571,235,2,3,4,31,2,1.46,2,0,9,0,0,0,0,
6,2022-06-01,42,F,2020-12-09,IT,1,13571,235,2,4,3,21,2,3.28,2,0,10,0,0,0,0,
6,2022-07-01,42,F,2020-12-09,IT,1,13571,235,2,0,1,32,4,4.11,3,0,8,0,0,0,0,
6,2022-08-01,42,F,2020-12-09,IT,1,13571,235,1,2,2,12,2,1.37,3,0,15,0,0,0,0,
6,2022-09-01,42,F,2020-12-09,IT,1,13571,235,1,3,3,21,4,1.84,3,0,18,0,0,0,0,
6,2022-10-01,42,F,2020-12-09,IT,1,13571,235,1,7,2,39,1,4.62,0,0,17,0,0,0,0,
6,2022-11-01,42,F,2020-12-09,IT,1,13571,235,1,3,2,14,1,1.13,0,0,14,0,0,0,0,
6,2022-12-01,42,F,2020-12-09,IT,1,13571,235,0,4,0,8,3,2.56,2,0,9,0,0,0,0,
6,2023-01-01,42,F,2020-12-09,IT,1,13571,235,0,7,7,1,1,2.14,2,0,15,0,0,0,0,
6,2023-02-01,42,F,2020-12-09,IT,1,13571,235,1,5,1,4,1,3.66,2,0,4,0,0,0,0,
6,2023-03-01,42,F,2020-12-09,IT,1,13571,235,1,5,3,35,3,2.37,1,0,6,0,0,0,0,
6,2023-04-01,42,F,2020-12-09,IT,1,13571,235,0,7,3,20,5,3.63,2,1,16,0,0,0,0,
6,2023-05-01,42,F,2020-12-09,IT,1,13571,235,0,2,1,23,2,4.62,3,0,6,0,0,0,0,
6,2023-06-01,42,F,2020-12-09,IT,1,13571,235,0,1,0,38,4,1.5,2,0,16,0,0,0,0,
6,2023-07-01,42,F,2020-12-09,IT,1,13571,235,1,3,1,0,1,1.98,3,0,3,0,0,0,0,
6,2023-08-01,42,F,2020-12-09,IT,1,13571,235,3,2,2,13,1,4.39,1,0,13,0,0,0,0,
6,2023-09-01,42,F,2020-12-09,IT,1,13571,235,0,3,2,10,3,2.7,3,0,17,0,0,0,0,
6,2023-10-01,42,F,2020-12-09,IT,1,13571,235,2,0,1,21,1,2.79,2,0,25,0,0,0,0,
6,2023-11-01,42,F,2020-12-09,IT,1,13571,235,0,1,1,6,1,2.9,1,0,27,0,0,0,0,
6,2023-12-01,42,F,2020-12-09,IT,1,13571,235,0,3,0,4,4,4.61,3,0,6,0,0,0,0,
7,2022-01-01,47,F,2016-04-11,Finance,5,15314,26,1,1,4,17,3,2.02,3,0,28,0,0,0,0,
7,2022-02-01,47,F,2016-04-11,Finance,5,15314,26,1,4,3,19,1,1.86,2,0,17,0,0,0,0,
7,2022-03-01,47,F,2016-04-11,Finance,5,15314,26,1,5,3,20,1,1.31,0,0,14,0,0,0,0,
7,2022-04-01,47,F,2016-04-11,Finance,5,15314,26,0,1,6,30,2,2.2,3,0,17,0,0,0,0,
7,2022-05-01,47,F,2016-04-11,Finance,5,15314,26,3,10,3,25,5,1.77,3,0,2,0,0,0,0,
7,2022-06-01,47,F,2016-04-11,Finance,5,15314,26,1,2,1,35,1,4.09,2,0,3,0,0,0,0,
7,2022-07-01,47,F,2016-04-11,Finance,5,15314,26,2,2,3,29,1,4.12,0,0,23,0,0,0,0,
7,2022-08-01,47,F,2016-04-11,Finance,5,15314,26,0,6,1,34,1,4.73,3,0,12,0,0,0,0,
7,2022-09-01,47,F,2016-04-11,Finance,5,15314,26,0,0,2,35,3,3.43,0,0,18,0,1,0,0,
7,2022-10-01,47,F,2016-04-11,Finance,5,15314,26,1,6,1,11,1,3.8,1,0,17,1,0,0,0,
7,2022-11-01,47,F,2016-04-11,Finance,5,15314,26,0,3,0,12,3,1.58,3,0,10,0,0,1,0,
7,2022-12-01,47,F,2016-04-11,Finance,5,15314,26,0,5,2,12,3,1.57,0,0,12,0,0,0,0,
7,2023-01-01,47,F,2016-04-11,Finance,5,15314,26,1,3,3,18,3,1.06,2,0,28,0,0,0,0,
7,2023-02-01,47,F,2016-04-11,Finance,5,15314,26,1,2,1,35,5,2.1,1,0,23,0,0,0,0,
7,2023-03-01,47,F,2016-04-11,Finance,5,15314,26,0,3,2,31,2,4.75,2,0,5,0,0,0,0,
7,2023-04-01,47,F,2016-04-11,Finance,5,15314,26,2,4,3,14,2,2.08,0,0,28,0,0,0,0,
7,2023-05-01,47,F,2016-04-11,Finance,5,15314,26,2,1,4,12,5,3.2,3,0,8,0,0,0,0,
7,2023-06-01,47,F,2016-04-11,Finance,5,15314,26,0,0,0,23,4,2.74,0,0,13,0,0,0,0,
7,2023-07-01,47,F,2016-04-11,Finance,5,15314,26,1,2,2,4,2,2.31,3,1,23,0,0,0,0,
7,2023-08-01,47,F,2016-04-11,Finance,5,15314,26,2,4,4,16,2,1.8,2,0,17,0,0,0,0,
7,2023-09-01,47,F,2016-04-11,Finance,5,15314,26,1,2,0,22,2,1.63,1,0,13,0,0,0,0,
7,2023-10-01,47,F,2016-04-11,Finance,5,15314,26,1,2,1,34,3,4.85,2,0,4,0,0,0,0,
7,2023-11-01,47,F,2016-04-11,Finance,5,15314,26,2,2,2,30,3,3.14,2,0,25,0,0,0,0,
7,2023-12-01,47,F,2016-04-11,Finance,5,15314,26,2,4,3,34,3,4.54,1,0,9,0,0,0,0,
8,2022-01-01,59,M,2018-05-23,Marketing,5,14429,54,4,4,2,21,1,4.01,3,1,28,1,0,0,0,
8,2022-02-01,59,M,2018-05-23,Marketing,5,14429,54,1,1,5,39,5,2.32,2,0,4,0,0,0,0,
8,2022-03-01,59,M,2018-05-23,Marketing,5,14429,54,1,3,2,6,3,1.45,0,0,1,0,0,0,0,
8,2022-04-01,59,M,2018-05-23,Marketing,5,14429,54,1,4,2,30,3,1.27,3,0,6,0,0,0,0,
8,2022-05-01,59,M,2018-05-23,Marketing,5,14429,54,0,2,3,24,3,1.01,2,0,23,0,0,0,0,
8,2022-06-01,59,M,2018-05-23,Marketing,5,14429,54,0,2,2,20,2,2.33,1,0,26,0,0,0,0,
8,2022-07-01,59,M,2018-05-23,Marketing,5,14429,54,0,2,4,17,5,2.94,1,0,16,0,0,0,0,
8,2022-08-01,59,M,2018-05-23,Marketing,5,14429,54,1,1,2,18,5,1.47,3,0,0,0,0,0,0,
8,2022-09-01,59,M,2018-05-23,Marketing,5,14429,54,0,8,0,31,2,1.62,2,0,2,0,0,0,0,
8,2022-10-01,59,M,2018-05-23,Marketing,5,14429,54,0,3,0,7,5,3.68,0,0,29,0,0,0,0,
8,2022-11-01,59,M,2018-05-23,Marketing,5,14429,54,2,6,2,16,3,1.49,3,0,8,0,0,0,0,
8,2022-12-01,59,M,2018-05-23,Marketing,5,14429,54,1,4,0,14,1,2.56,1,0,23,0,0,0,0,
8,2023-01-01,59,M,2018-05-23,Marketing,5,14429,54,0,5,2,15,2,2.81,3,0,24,0,0,0,0,
8,2023-02-01,59,M,2018-05-23,Marketing,5,14429,54,1,1,3,15,3,2.35,2,0,21,0,0,0,0,
8,2023-03-01,59,M,2018-05-23,Marketing,5,14429,54,1,0,3,4,3,4.53,3,0,2,0,0,0,0,
8,2023-04-01,59,M,2018-05-23,Marketing,5,14429,54,1,5,1,35,4,2.12,1,0,14,0,0,0,0,
8,2023-05-01,59,M,2018-05-23,Marketing,5,14429,54,2,1,2,23,2,2.46,0,0,17,0,0,0,0,
8,2023-06-01,59,M,2018-05-23,Marketing,5,14429,54,1,3,0,14,1,4.78,2,0,14,0,0,0,0,
8,2023-07-01,59,M,2018-05-23,Marketing,5,14429,54,1,1,3,12,1,1.22,3,0,10,0,0,0,0,
8,2023-08-01,59,M,2018-05-23,Marketing,5,14429,54,0,2,2,6,2,3.47,3,0,28,0,0,0,0,
8,2023-09-01,59,M,2018-05-23,Marketing,5,14429,54,1,2,6,10,1,1.32,1,0,17,0,0,0,0,
8,2023-10-01,59,M,2018-05-23,Marketing,5,14429,54,1,2,3,36,2,2.76,0,1,7,0,0,0,0,
8,2023-11-01,59,M,2018-05-23,Marketing,5,14429,54,0,1,3,36,2,2.7,1,0,7,0,0,0,0,
8,2023-12-01,59,M,2018-05-23,Marketing,5,14429,54,1,3,4,14,3,2.04,2,0,5,0,0,0,0,
9,2022-01-01,24,M,2015-11-27,Operations,3,5365,29,1,3,1,11,4,2.44,0,0,11,0,0,0,0,
9,2022-02-01,24,M,2015-11-27,Operations,3,5365,29,0,2,2,4,4,3.93,1,0,9,0,0,0,0,
9,2022-03-01,24,M,2015-11-27,Operations,3,5365,29,0,5,1,6,5,2.11,0,0,26,0,0,0,0,
9,2022-04-01,24,M,2015-11-27,Operations,3,5365,29,0,2,1,13,2,2.92,1,0,19,0,0,0,0,
9,2022-05-01,24,M,2015-11-27,Operations,3,5365,29,0,1,0,2,4,3.13,0,0,23,0,0,0,0,
9,2022-06-01,24,M,2015-11-27,Operations,3,5365,29,1,3,1,26,2,4.35,3,0,16,0,0,0,0,
9,2022-07-01,24,M,2015-11-27,Operations,3,5365,29,1,4,2,38,1,1.35,2,0,22,0,0,0,0,
9,2022-08-01,24,M,2015-11-27,Operations,3,5365,29,0,6,2,26,5,4.51,1,0,28,0,0,0,0,
9,2022-09-01,24,M,2015-11-27,Operations,3,5365,29,2,2,0,9,5,2.93,0,0,9,0,0,0,0,
9,2022-10-01,24,M,2015-11-27,Operations,3,5365,29,2,3,0,14,4,3.56,2,0,22,0,0,0,0,
9,2022-11-01,24,M,2015-11-27,Operations,3,5365,29,0,4,1,3,2,1.15,1,0,16,0,0,0,0,
9,2022-12-01,24,M,2015-11-27,Operations,3,5365,29,1,3,2,31,4,1.51,1,0,14,0,0,0,0,
9,2023-01-01,24,M,2015-11-27,Operations,3,5365,29,2,2,3,35,2,4.79,0,0,27,0,0,0,0,
9,2023-02-01,24,M,2015-11-27,Operations,3,5365,29,0,5,1,37,2,4.0,2,0,2,0,0,0,0,
9,2023-03-01,24,M,2015-11-27,Operations,3,5365,29,1,3,0,13,4,2.16,3,0,18,0,0,0,0,
9,2023-04-01,24,M,2015-11-27,Operations,3,5365,29,3,0,1,26,3,3.04,1,0,3,0,0,0,0,
9,2023-05-01,24,M,2015-11-27,Operations,3,5365,29,1,4,5,29,3,1.86,1,0,26,0,1,0,0,
9,2023-06-01,24,M,2015-11-27,Operations,3,5365,29,0,4,3,27,2,3.16,0,0,3,0,0,0,0,
9,2023-07-01,24,M,2015-11-27,Operations,3,5365,29,2,6,2,3,1,1.33,3,0,12,0,0,0,0,
9,2023-08-01,24,M,2015-11-27,Operations,3,5365,29,0,3,5,28,2,4.94,1,0,27,0,0,0,0,
9,2023-09-01,24,M,2015-11-27,Operations,3,5365,29,0,0,4,9,4,3.21,3,0,9,0,0,0,0,
9,2023-10-01,24,M,2015-11-27,Operations,3,5365,29,1,0,1,8,5,3.33,3,0,12,0,0,0,0,
9,2023-11-01,24,M,2015-11-27,Operations,3,5365,29,0,2,0,26,3,1.71,3,0,19,0,0,0,0,
9,2023-12-01,24,M,2015-11-27,Operations,3,5365,29,0,5,2,10,3,2.71,0,0,1,0,0,0,0,
10,2022-01-01,39,F,2019-01-22,Sales,2,13604,164,2,6,2,15,2,2.23,0,0,15,0,0,0,0,
10,2022-02-01,39,F,2019-01-22,Sales,2,13604,164,1,2,2,33,2,1.22,1,0,12,0,0,0,0,
10,2022-03-01,39,F,2019-01-22,Sales,2,13604,164,1,4,1,19,4,2.18,3,0,21,0,0,0,0,
10,2022-04-01,39,F,2019-01-22,Sales,2,13604,164,0,3,3,24,4,1.34,3,0,3,0,0,0,0,
10,2022-05-01,39,F,2019-01-22,Sales,2,13604,164,0,2,1,0,4,1.26,2,0,5,0,0,0,0,
10,2022-06-01,39,F,2019-01-22,Sales,2,13604,164,1,1,1,10,5,3.76,0,0,6,0,0,0,0,
10,2022-07-01,39,F,2019-01-22,Sales,2,13604,164,1,0,3,33,5,1.39,0,0,27,0,0,0,0,
10,2022-08-01,39,F,2019-01-22,Sales,2,13604,164,0,2,4,37,3,2.46,2,0,26,0,0,0,0,
10,2022-09-01,39,F,2019-01-22,Sales,2,13604,164,2,4,0,7,4,1.27,2,0,22,0,0,0,0,
10,2022-10-01,39,F,2019-01-22,Sales,2,13604,164,0,2,1,35,1,3.07,0,0,20,0,0,0,0,
10,2022-11-01,39,F,2019-01-22,Sales,2,13604,164,1,5,1,11,4,1.75,2,0,5,0,0,0,0,
10,2022-12-01,39,F,2019-01-22,Sales,2,13604,164,1,3,3,6,5,3.33,1,0,10,0,1,0,0,
10,2023-01-01,39,F,2019-01-22,Sales,2,13604,164,0,2,1,7,4,2.38,0,0,26,0,1,0,0,
